Año,Mes,Nacionalidad,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,Latitud - Longitud
2022,Noviembre,Venezuela,862,1994,1661,,3655,"(7.916725,-72.462544)"
2022,Noviembre,Venezuela,862,519,420,,939,"(7.927209,-72.507910)"
2022,Noviembre,Venezuela,862,803,617,,1420,"(8.36068,-72.409396)"
2022,Diciembre,Venezuela,862,8,15,,23,"(-4.197703,-69.941278)"
2022,Diciembre,Venezuela,862,5,4,,9,"(-4.223468,-69.945098)"
2022,Diciembre,Venezuela,862,8,13,,21,"(0.25129,-76.875963)"
2022,Diciembre,Venezuela,862,1074,994,,2068,"(0.814836,-77.662532)"
2022,Diciembre,Venezuela,862,1,0,,1,"(1.813928,-78.763924)"
2022,Diciembre,Venezuela,862,0,40,,40,"(10.408582,-75.538003)"
2022,Diciembre,Venezuela,862,372,310,,682,"(10.445761,-75.516429)"
2022,Diciembre,Venezuela,862,267,320,,587,"(10.886611,-74.776708)"
2022,Diciembre,Venezuela,862,0,1,,1,"(10.971302,-74.765397)"
2022,Diciembre,Venezuela,862,43,39,,82,"(11.117806,-74.232622)"
2022,Diciembre,Venezuela,862,2,23,,25,"(11.247723,-74.213989)"
2022,Diciembre,Venezuela,862,2600,2301,,4901,"(11.360009,-72.129330)"
2022,Diciembre,Venezuela,862,0,1,,1,"(12.165168,-71.983761)"
2022,Diciembre,Venezuela,862,4,5,,9,"(12.586067,-81.702563)"
2022,Diciembre,Venezuela,862,287,245,,532,"(3.541112,-76.384584)"
2022,Diciembre,Venezuela,862,3,6,,9,"(3.866713,-67.927521)"
2022,Diciembre,Venezuela,862,0,22,,22,"(3.893038,-77.067921)"
2022,Diciembre,Venezuela,862,8,5,,13,"(4.452882,-75.766298)"
2022,Diciembre,Venezuela,862,9891,9387,,19279,"(4.697144,-74.140516)"
2022,Diciembre,Venezuela,862,17,18,,35,"(4.815061,-75.736532)"
2022,Diciembre,Venezuela,862,1930,1739,,3669,"(6.171601,-75.427454)"
2022,Diciembre,Venezuela,862,31,27,,58,"(6.18189,-67.47535)"
2022,Diciembre,Venezuela,862,217,217,,434,"(7.088729,-70.740253)"
2022,Diciembre,Venezuela,862,1,3,,4,"(7.102626,-77.762647)"
2022,Diciembre,Venezuela,862,25,21,,46,"(7.128456,-73.183637)"
2022,Diciembre,Venezuela,862,6813,5525,,12339,"(7.818934,-72.453226)"
2022,Diciembre,Venezuela,862,2164,1700,,3864,"(7.916725,-72.462544)"
2022,Diciembre,Venezuela,862,519,496,,1015,"(7.927209,-72.507910)"
2022,Diciembre,Venezuela,862,757,576,,1333,"(8.36068,-72.409396)"
